scale,epoch,target_hp,source_config,source_hp,nll,rank
[64],0,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",-1.1609,5
[64],0,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",-1.115,6
[64],0,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",-0.9595,7
[64],0,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",-0.9477,8
[64],0,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",-0.7943,9
[64],0,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",-0.7851,10
[64],0,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",-0.7702,11
[64],0,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",-0.6846,12
[64],0,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",-3.2535,1
[64],0,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",-2.6341,2
[64],0,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",-2.4841,3
[64],0,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",-2.044,4
[64],0,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",-1.3509,5
[64],0,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",-1.1691,6
[64],0,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",-1.0561,7
[64],0,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",-0.948,8
[64],0,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",-0.9154,9
[64],0,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",-0.7807,10
[64],0,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",-0.7724,11
[64],0,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",-0.7359,12
[64],0,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",-2.6815,1
[64],0,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",-2.5855,2
[64],0,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",-1.7157,3
[64],0,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",-1.4627,4
[64],0,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",-1.3753,5
[64],0,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",-1.0818,6
[64],0,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",-1.0738,7
[64],0,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",-0.9086,8
[64],0,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",-0.8908,9
[64],0,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",-0.8741,10
[64],0,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",0.5314,11
[64],0,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",0.9915,12
[64],0,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",-3.1774,1
[64],0,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",-3.0273,2
[64],0,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",-2.4066,3
[64],0,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",-2.0159,4
[64],0,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",-1.6986,5
[64],0,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",-1.3011,6
[64],0,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",-1.0946,7
[64],0,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",-1.0504,8
[64],0,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",-0.891,9
[64],0,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",-0.8744,10
[64],0,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",-0.8703,11
[64],0,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",-0.7839,12
[64],0,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",-3.319,1
[64],0,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",-2.0946,2
[64],0,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",-2.0827,3
[64],0,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",-2.0225,4
[64],0,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",-1.5895,5
[64],0,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",-1.4869,6
[64],0,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",-1.3435,7
[64],0,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",-1.3361,8
[64],0,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",-1.3,9
[64],0,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",-1.0407,10
[64],0,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",-1.0038,11
[64],0,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",-0.9896,12
[64],0,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",-3.1802,1
[64],0,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",-2.7584,2
[64],0,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",-2.3301,3
[64],0,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",-2.1417,4
[64],0,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",-1.7563,5
[64],0,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",-1.5806,6
[64],0,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",-1.5557,7
[64],0,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",-1.5504,8
[64],0,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",-1.2599,9
[64],0,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",-1.0303,10
[64],0,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",-1.0134,11
[64],0,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",-1.0068,12
[64],0,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",-2.9463,1
[64],0,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",-2.4607,2
[64],0,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",-1.7568,3
[64],0,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",-1.6835,4
[64],0,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",-1.6633,5
[64],0,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",-1.4598,6
[64],0,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",-1.3027,7
[64],0,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",-1.2701,8
[64],0,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",-1.261,9
[64],0,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",-1.2335,10
[64],0,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",-1.1302,11
[64],0,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",-1.0907,12
[64],0,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",-3.0354,1
[64],0,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",-2.3514,2
[64],0,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",-2.2728,3
[64],0,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",-2.1645,4
[64],0,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",-1.5583,5
[64],0,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",-1.4328,6
[64],0,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",-1.3684,7
[64],0,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",-1.3538,8
[64],0,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",-1.3282,9
[64],0,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",-1.2327,10
[64],0,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",-1.2192,11
[64],0,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",-1.1319,12
[64],0,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",-2.5277,1
[64],0,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",-2.2665,2
[64],0,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",-1.9624,3
[64],0,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",-1.6319,4
[64],0,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",-1.5116,5
[64],0,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",-1.3526,6
[64],0,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",-1.2311,7
[64],0,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",-1.1947,8
[64],0,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",-1.1872,9
[64],0,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",-1.1742,10
[64],0,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",-1.1483,11
[64],0,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",-1.0871,12
[64],0,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-1.8773,1
[64],0,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-1.8736,2
[64],0,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-1.7925,3
[64],0,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-1.7524,4
[64],0,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-1.7506,5
[64],0,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-1.5459,6
[64],0,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-1.3885,7
[64],0,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",-1.2605,8
[64],0,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-1.2409,9
[64],0,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-1.2206,10
[64],0,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",-1.1841,11
[64],0,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-1.1257,12
[64],0,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-3.0073,1
[64],0,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-2.0919,2
[64],0,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-1.5144,3
[64],0,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-1.4494,4
[64],0,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-1.3193,5
[64],0,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-1.2748,6
[64],0,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-1.1447,7
[64],0,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-1.1173,8
[64],0,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",-1.0957,9
[64],0,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-1.0718,10
[64],0,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-1.0417,11
[64],0,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-1.0181,12
[64],0,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",-1.9143,1
[64],0,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",-1.8527,2
[64],0,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",-1.602,3
[64],0,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",-1.4504,4
[64],0,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",-1.3752,5
[64],0,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",-1.2121,6
[64],0,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",-1.163,7
[64],0,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",-1.1438,8
[64],0,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",-1.142,9
[64],0,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",-1.058,10
[64],0,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",-1.0471,11
[64],0,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",-1.0315,12
[64],5,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",-3.4227,1
[64],5,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",-3.0589,2
[64],5,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",-2.8744,3
[64],5,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",-2.5056,4
[64],5,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",-2.4617,5
[64],5,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",-2.359,6
[64],5,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",-2.3543,7
[64],5,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",-2.1566,8
[64],5,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",-2.1506,9
[64],5,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",-2.1274,10
[64],5,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",-2.1066,11
[64],5,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",-1.9129,12
[64],5,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",-3.4659,1
[64],5,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",-3.3459,2
[64],5,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",-3.3053,3
[64],5,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",-3.1293,4
[64],5,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",-2.4681,5
[64],5,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",-2.4614,6
[64],5,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",-2.4394,7
[64],5,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",-2.3782,8
[64],5,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",-2.3035,9
[64],5,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",-2.2857,10
[64],5,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",-2.202,11
[64],5,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",-1.9244,12
[64],5,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",-3.4502,1
[64],5,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",-3.148,2
[64],5,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",-2.7083,3
[64],5,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",-2.5085,4
[64],5,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",-2.4893,5
[64],5,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",-2.4332,6
[64],5,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",-2.3609,7
[64],5,"lr3e-05,wd0.0",9,"lr=0.001, wd=0.0",-2.2621,8
[64],5,"lr3e-05,wd0.0",4,"lr=3e-05, wd=0.01",-2.2062,9
[64],5,"lr3e-05,wd0.0",10,"lr=0.001, wd=0.01",-2.149,10
[64],5,"lr3e-05,wd0.0",12,"lr=0.003, wd=0.01",-1.9116,11
[64],5,"lr3e-05,wd0.0",6,"lr=1e-04, wd=0.01",-1.4001,12
[64],5,"lr3e-05,wd0.01",4,"lr=3e-05, wd=0.01",-3.5356,1
[64],5,"lr3e-05,wd0.01",6,"lr=1e-04, wd=0.01",-3.4825,2
[64],5,"lr3e-05,wd0.01",3,"lr=3e-05, wd=0.0",-3.4431,3
[64],5,"lr3e-05,wd0.01",5,"lr=1e-04, wd=0.0",-3.2649,4
[64],5,"lr3e-05,wd0.01",8,"lr=3e-04, wd=0.01",-2.8699,5
[64],5,"lr3e-05,wd0.01",2,"lr=1e-05, wd=0.01",-2.8364,6
[64],5,"lr3e-05,wd0.01",1,"lr=1e-05, wd=0.0",-2.8302,7
[64],5,"lr3e-05,wd0.01",7,"lr=3e-04, wd=0.0",-2.7761,8
[64],5,"lr3e-05,wd0.01",11,"lr=0.003, wd=0.0",-2.5801,9
[64],5,"lr3e-05,wd0.01",9,"lr=0.001, wd=0.0",-2.4734,10
[64],5,"lr3e-05,wd0.01",10,"lr=0.001, wd=0.01",-2.3007,11
[64],5,"lr3e-05,wd0.01",12,"lr=0.003, wd=0.01",-2.024,12
[64],5,"lr0.0001,wd0.0",5,"lr=1e-04, wd=0.0",-3.4725,1
[64],5,"lr0.0001,wd0.0",7,"lr=3e-04, wd=0.0",-3.0863,2
[64],5,"lr0.0001,wd0.0",8,"lr=3e-04, wd=0.01",-2.7305,3
[64],5,"lr0.0001,wd0.0",3,"lr=3e-05, wd=0.0",-2.6931,4
[64],5,"lr0.0001,wd0.0",6,"lr=1e-04, wd=0.01",-2.6389,5
[64],5,"lr0.0001,wd0.0",11,"lr=0.003, wd=0.0",-2.5826,6
[64],5,"lr0.0001,wd0.0",9,"lr=0.001, wd=0.0",-2.5111,7
[64],5,"lr0.0001,wd0.0",4,"lr=3e-05, wd=0.01",-2.4831,8
[64],5,"lr0.0001,wd0.0",1,"lr=1e-05, wd=0.0",-2.4582,9
[64],5,"lr0.0001,wd0.0",2,"lr=1e-05, wd=0.01",-2.3492,10
[64],5,"lr0.0001,wd0.0",10,"lr=0.001, wd=0.01",-2.1412,11
[64],5,"lr0.0001,wd0.0",12,"lr=0.003, wd=0.01",-1.8759,12
[64],5,"lr0.0001,wd0.01",6,"lr=1e-04, wd=0.01",-3.6422,1
[64],5,"lr0.0001,wd0.01",8,"lr=3e-04, wd=0.01",-3.5293,2
[64],5,"lr0.0001,wd0.01",7,"lr=3e-04, wd=0.0",-3.1165,3
[64],5,"lr0.0001,wd0.01",5,"lr=1e-04, wd=0.0",-3.0044,4
[64],5,"lr0.0001,wd0.01",11,"lr=0.003, wd=0.0",-2.937,5
[64],5,"lr0.0001,wd0.01",3,"lr=3e-05, wd=0.0",-2.9363,6
[64],5,"lr0.0001,wd0.01",4,"lr=3e-05, wd=0.01",-2.9049,7
[64],5,"lr0.0001,wd0.01",9,"lr=0.001, wd=0.0",-2.8768,8
[64],5,"lr0.0001,wd0.01",2,"lr=1e-05, wd=0.01",-2.6672,9
[64],5,"lr0.0001,wd0.01",10,"lr=0.001, wd=0.01",-2.6222,10
[64],5,"lr0.0001,wd0.01",1,"lr=1e-05, wd=0.0",-2.5901,11
[64],5,"lr0.0001,wd0.01",12,"lr=0.003, wd=0.01",-2.2453,12
[64],5,"lr0.0003,wd0.0",7,"lr=3e-04, wd=0.0",-3.1137,1
[64],5,"lr0.0003,wd0.0",11,"lr=0.003, wd=0.0",-2.8611,2
[64],5,"lr0.0003,wd0.0",9,"lr=0.001, wd=0.0",-2.7794,3
[64],5,"lr0.0003,wd0.0",4,"lr=3e-05, wd=0.01",-2.5548,4
[64],5,"lr0.0003,wd0.0",5,"lr=1e-04, wd=0.0",-2.5096,5
[64],5,"lr0.0003,wd0.0",8,"lr=3e-04, wd=0.01",-2.4266,6
[64],5,"lr0.0003,wd0.0",3,"lr=3e-05, wd=0.0",-2.3386,7
[64],5,"lr0.0003,wd0.0",6,"lr=1e-04, wd=0.01",-2.317,8
[64],5,"lr0.0003,wd0.0",1,"lr=1e-05, wd=0.0",-2.0873,9
[64],5,"lr0.0003,wd0.0",2,"lr=1e-05, wd=0.01",-2.0006,10
[64],5,"lr0.0003,wd0.0",10,"lr=0.001, wd=0.01",-1.9648,11
[64],5,"lr0.0003,wd0.0",12,"lr=0.003, wd=0.01",-1.8182,12
[64],5,"lr0.0003,wd0.01",8,"lr=3e-04, wd=0.01",-3.8271,1
[64],5,"lr0.0003,wd0.01",11,"lr=0.003, wd=0.0",-3.5464,2
[64],5,"lr0.0003,wd0.01",7,"lr=3e-04, wd=0.0",-3.2976,3
[64],5,"lr0.0003,wd0.01",6,"lr=1e-04, wd=0.01",-3.2181,4
[64],5,"lr0.0003,wd0.01",4,"lr=3e-05, wd=0.01",-3.0846,5
[64],5,"lr0.0003,wd0.01",10,"lr=0.001, wd=0.01",-3.0078,6
[64],5,"lr0.0003,wd0.01",9,"lr=0.001, wd=0.0",-2.9119,7
[64],5,"lr0.0003,wd0.01",5,"lr=1e-04, wd=0.0",-2.8888,8
[64],5,"lr0.0003,wd0.01",3,"lr=3e-05, wd=0.0",-2.8666,9
[64],5,"lr0.0003,wd0.01",12,"lr=0.003, wd=0.01",-2.3632,10
[64],5,"lr0.0003,wd0.01",2,"lr=1e-05, wd=0.01",-2.2753,11
[64],5,"lr0.0003,wd0.01",1,"lr=1e-05, wd=0.0",-2.2455,12
[64],5,"lr0.001,wd0.0",9,"lr=0.001, wd=0.0",-3.1708,1
[64],5,"lr0.001,wd0.0",7,"lr=3e-04, wd=0.0",-2.873,2
[64],5,"lr0.001,wd0.0",11,"lr=0.003, wd=0.0",-2.8422,3
[64],5,"lr0.001,wd0.0",6,"lr=1e-04, wd=0.01",-2.408,4
[64],5,"lr0.001,wd0.0",5,"lr=1e-04, wd=0.0",-2.33,5
[64],5,"lr0.001,wd0.0",8,"lr=3e-04, wd=0.01",-2.2745,6
[64],5,"lr0.001,wd0.0",10,"lr=0.001, wd=0.01",-2.0927,7
[64],5,"lr0.001,wd0.0",3,"lr=3e-05, wd=0.0",-2.0384,8
[64],5,"lr0.001,wd0.0",4,"lr=3e-05, wd=0.01",-2.0174,9
[64],5,"lr0.001,wd0.0",12,"lr=0.003, wd=0.01",-1.8903,10
[64],5,"lr0.001,wd0.0",1,"lr=1e-05, wd=0.0",-1.7008,11
[64],5,"lr0.001,wd0.0",2,"lr=1e-05, wd=0.01",-1.6765,12
[64],5,"lr0.001,wd0.01",8,"lr=3e-04, wd=0.01",-3.5261,1
[64],5,"lr0.001,wd0.01",10,"lr=0.001, wd=0.01",-3.4297,2
[64],5,"lr0.001,wd0.01",11,"lr=0.003, wd=0.0",-3.067,3
[64],5,"lr0.001,wd0.01",6,"lr=1e-04, wd=0.01",-2.7971,4
[64],5,"lr0.001,wd0.01",7,"lr=3e-04, wd=0.0",-2.7573,5
[64],5,"lr0.001,wd0.01",9,"lr=0.001, wd=0.0",-2.7137,6
[64],5,"lr0.001,wd0.01",12,"lr=0.003, wd=0.01",-2.1989,7
[64],5,"lr0.001,wd0.01",5,"lr=1e-04, wd=0.0",-2.1187,8
[64],5,"lr0.001,wd0.01",4,"lr=3e-05, wd=0.01",-1.8215,9
[64],5,"lr0.001,wd0.01",3,"lr=3e-05, wd=0.0",-1.7188,10
[64],5,"lr0.001,wd0.01",1,"lr=1e-05, wd=0.0",-1.5197,11
[64],5,"lr0.001,wd0.01",2,"lr=1e-05, wd=0.01",-1.5137,12
[64],5,"lr0.003,wd0.0",9,"lr=0.001, wd=0.0",-3.1774,1
[64],5,"lr0.003,wd0.0",11,"lr=0.003, wd=0.0",-3.0798,2
[64],5,"lr0.003,wd0.0",7,"lr=3e-04, wd=0.0",-2.9492,3
[64],5,"lr0.003,wd0.0",8,"lr=3e-04, wd=0.01",-2.5843,4
[64],5,"lr0.003,wd0.0",5,"lr=1e-04, wd=0.0",-2.3862,5
[64],5,"lr0.003,wd0.0",6,"lr=1e-04, wd=0.01",-2.32,6
[64],5,"lr0.003,wd0.0",10,"lr=0.001, wd=0.01",-2.1873,7
[64],5,"lr0.003,wd0.0",12,"lr=0.003, wd=0.01",-2.0237,8
[64],5,"lr0.003,wd0.0",3,"lr=3e-05, wd=0.0",-1.7743,9
[64],5,"lr0.003,wd0.0",4,"lr=3e-05, wd=0.01",-1.7317,10
[64],5,"lr0.003,wd0.0",1,"lr=1e-05, wd=0.0",-1.5109,11
[64],5,"lr0.003,wd0.0",2,"lr=1e-05, wd=0.01",-1.4952,12
[64],5,"lr0.003,wd0.01",12,"lr=0.003, wd=0.01",-3.0085,1
[64],5,"lr0.003,wd0.01",10,"lr=0.001, wd=0.01",-2.6183,2
[64],5,"lr0.003,wd0.01",11,"lr=0.003, wd=0.0",-2.5348,3
[64],5,"lr0.003,wd0.01",8,"lr=3e-04, wd=0.01",-2.5062,4
[64],5,"lr0.003,wd0.01",9,"lr=0.001, wd=0.0",-2.4796,5
[64],5,"lr0.003,wd0.01",7,"lr=3e-04, wd=0.0",-2.4075,6
[64],5,"lr0.003,wd0.01",5,"lr=1e-04, wd=0.0",-2.2346,7
[64],5,"lr0.003,wd0.01",6,"lr=1e-04, wd=0.01",-2.1808,8
[64],5,"lr0.003,wd0.01",2,"lr=1e-05, wd=0.01",-1.6234,9
[64],5,"lr0.003,wd0.01",1,"lr=1e-05, wd=0.0",-1.59,10
[64],5,"lr0.003,wd0.01",4,"lr=3e-05, wd=0.01",-1.5685,11
[64],5,"lr0.003,wd0.01",3,"lr=3e-05, wd=0.0",-1.524,12
[64],10,"lr1e-05,wd0.0",3,"lr=3e-05, wd=0.0",-3.4523,1
[64],10,"lr1e-05,wd0.0",1,"lr=1e-05, wd=0.0",-3.2018,2
[64],10,"lr1e-05,wd0.0",5,"lr=1e-04, wd=0.0",-2.7296,3
[64],10,"lr1e-05,wd0.0",8,"lr=3e-04, wd=0.01",-2.6513,4
[64],10,"lr1e-05,wd0.0",11,"lr=0.003, wd=0.0",-2.6196,5
[64],10,"lr1e-05,wd0.0",2,"lr=1e-05, wd=0.01",-2.4935,6
[64],10,"lr1e-05,wd0.0",6,"lr=1e-04, wd=0.01",-2.36,7
[64],10,"lr1e-05,wd0.0",10,"lr=0.001, wd=0.01",-2.3566,8
[64],10,"lr1e-05,wd0.0",9,"lr=0.001, wd=0.0",-2.3423,9
[64],10,"lr1e-05,wd0.0",7,"lr=3e-04, wd=0.0",-2.1835,10
[64],10,"lr1e-05,wd0.0",12,"lr=0.003, wd=0.01",-2.0754,11
[64],10,"lr1e-05,wd0.0",4,"lr=3e-05, wd=0.01",-1.5573,12
[64],10,"lr1e-05,wd0.01",1,"lr=1e-05, wd=0.0",-3.7974,1
[64],10,"lr1e-05,wd0.01",2,"lr=1e-05, wd=0.01",-3.5374,2
[64],10,"lr1e-05,wd0.01",3,"lr=3e-05, wd=0.0",-3.5216,3
[64],10,"lr1e-05,wd0.01",4,"lr=3e-05, wd=0.01",-3.2064,4
[64],10,"lr1e-05,wd0.01",6,"lr=1e-04, wd=0.01",-2.8314,5
[64],10,"lr1e-05,wd0.01",5,"lr=1e-04, wd=0.0",-2.7756,6
[64],10,"lr1e-05,wd0.01",8,"lr=3e-04, wd=0.01",-2.7469,7
[64],10,"lr1e-05,wd0.01",11,"lr=0.003, wd=0.0",-2.6886,8
[64],10,"lr1e-05,wd0.01",9,"lr=0.001, wd=0.0",-2.4485,9
[64],10,"lr1e-05,wd0.01",10,"lr=0.001, wd=0.01",-2.4208,10
[64],10,"lr1e-05,wd0.01",7,"lr=3e-04, wd=0.0",-2.411,11
[64],10,"lr1e-05,wd0.01",12,"lr=0.003, wd=0.01",-2.1441,12
[64],10,"lr3e-05,wd0.0",5,"lr=1e-04, wd=0.0",-3.3473,1
[64],10,"lr3e-05,wd0.0",3,"lr=3e-05, wd=0.0",-3.3224,2
[64],10,"lr3e-05,wd0.0",8,"lr=3e-04, wd=0.01",-2.9938,3
[64],10,"lr3e-05,wd0.0",1,"lr=1e-05, wd=0.0",-2.9737,4
[64],10,"lr3e-05,wd0.0",2,"lr=1e-05, wd=0.01",-2.8598,5
[64],10,"lr3e-05,wd0.0",11,"lr=0.003, wd=0.0",-2.8355,6
[64],10,"lr3e-05,wd0.0",7,"lr=3e-04, wd=0.0",-2.7228,7
